"dateTime","r0_1","Cn2","residual_Kolmo","r0Kalman","L0Kalman","residual_Kalman","r0power","r0expo","residual_power","r0max","r0min","Cn2max","Cn2min","r0noTT.0.","Cn2noTT","r0noTT.1.","residual_KolmonoTT","imamax","npixsat","offsets.0.","offsets.1.","flagdata","sensor","location"
2022-08-18 18:00:00,1.06549,1.3526e-13,0.00085,0.98967,4.29541,0.00084,1.07768,1.64604,0.00084,1.06179,1.17275,1.3605e-13,1.1528e-13,1.2491,0.84664,1.0378e-13,0.00021,65528,1,0,0,0,"freflow","1"
2022-08-18 18:05:00,0.79834,2.1884e-13,0.00117,0.67059,0.68287,0.00111,1.47394,1.4497,0.00112,0.79662,0.87626,2.1962e-13,1.8737e-13,0.67449,0.50369,2.8982e-13,0.00039,65475.22,0,0,0,0,"freflow","1"
2022-08-18 18:10:00,0.93589,1.679e-13,0.00089,0.87819,4.00635,0.00088,0.94089,1.65292,0.00088,0.97093,1.00932,1.5793e-13,1.4804e-13,1.09325,0.7578,1.2959e-13,0.00022,64916.604,0,0,0,0,"freflow","1"
2022-08-18 18:15:00,0.76665,2.3412e-13,0.00259,0.69165,3.9375,0.00255,0.69665,1.67542,0.00256,0.73214,0.87469,2.528e-13,1.8793e-13,0.76376,0.5599,2.356e-13,0.00045,63062.836,0,0,0,0,"freflow","1"
2022-08-18 18:20:00,0.80265,2.1688e-13,0.00127,0.64875,0.51485,0.0012,1.55837,1.43616,0.00121,0.76501,0.8861,2.3496e-13,1.8392e-13,0.91624,0.67835,1.7394e-13,0.00065,59424.338,0,0,0,0,"freflow","1"
2022-08-18 18:25:00,0.56712,3.8693e-13,0.0036,0.51712,3.125,0.00357,0.53712,1.66792,0.00357,0.54673,0.64708,4.1128e-13,3.1057e-13,0.63884,0.48569,3.1728e-13,0.00058,62796.724,0,0,0,0,"freflow","1"
2022-08-18 18:30:00,0.64272,3.141e-13,0.00242,0.59772,3.25,0.00241,0.61647,1.66964,0.00242,0.60578,0.71264,3.4666e-13,2.6443e-13,0.62659,0.47361,3.2768e-13,0.00056,65433.084,0,0,0,0,"freflow","1"
2022-08-18 18:35:00,0.9112,1.7555e-13,0.00131,0.8612,3.125,0.00131,0.9262,1.65667,0.00131,0.84802,1.18006,1.9789e-13,1.1409e-13,0.7941,0.57692,2.2078e-13,0.00031,65488.208,0,0,0,0,"freflow","1"
2022-08-18 18:40:00,0.69673,2.7457e-13,0.00186,0.59303,0.85464,0.00183,1.12097,1.48129,0.00184,0.68387,0.77821,2.8323e-13,2.2835e-13,0.58953,0.45084,3.6273e-13,0.00067,65457.774,0,0,0,0,"freflow","1"
2022-08-18 18:45:00,0.91502,1.7433e-13,0.00064,0.82843,1.3491,0.00062,1.25835,1.54793,0.00062,0.91258,0.99234,1.7511e-13,1.5229e-13,0.85257,0.61175,1.9613e-13,3e-04,65528,1,0,0,0,"freflow","1"
2022-08-18 18:50:00,0.6958,2.7518e-13,0.00128,0.64705,2,0.00126,0.91282,1.55529,0.00126,0.67507,0.81966,2.8941e-13,2.0943e-13,0.65511,0.49105,3.0425e-13,0.00045,65528,1,0,0,0,"freflow","1"
2022-08-18 18:55:00,0.9462,1.6486e-13,0.00074,0.83361,1.15987,0.00072,1.43139,1.51302,0.00072,0.97029,1.00422,1.581e-13,1.493e-13,0.86203,0.61814,1.9256e-13,3e-04,65528,1,0,0,0,"freflow","1"
2022-08-18 19:00:00,0.68096,2.8525e-13,0.0047,0.58096,5.1875,0.00454,0.58721,1.6762,0.00454,0.59302,0.81448,3.5918e-13,2.1165e-13,0.78004,0.57014,2.2746e-13,4e-04,65528,1,0,0,0,"freflow","1"
2022-08-18 19:05:00,0.65471,3.0456e-13,0.00367,0.59151,3.77051,0.00363,0.60159,1.67097,0.00362,0.6212,0.71925,3.3243e-13,2.6039e-13,0.64538,0.48733,3.1194e-13,0.00073,65528,1,0,0,0,"freflow","1"
2022-08-18 19:10:00,0.89668,1.8032e-13,0.00097,0.86543,2.47672,0.00092,1.88792,1.42005,9e-04,0.82908,1.06365,2.0548e-13,1.3565e-13,0.75412,0.55387,2.4064e-13,4e-04,65528,1,0,0,0,"freflow","1"
2022-08-18 19:15:00,0.77623,2.2932e-13,0.00117,0.71213,1.61194,0.00116,1.00169,1.56646,0.00116,0.76473,0.78932,2.351e-13,2.2302e-13,0.69757,0.51735,2.7402e-13,4e-04,65522.17,0,0,0,0,"freflow","1"
2022-08-18 19:20:00,1.04797,1.3905e-13,0.00086,0.80799,0.36615,0.00078,2.7696,1.37039,0.00078,0.93757,1.14772,1.674e-13,1.195e-13,0.76413,0.55927,2.354e-13,0.00031,65527.946,0,0,0,0,"freflow","1"
2022-08-18 19:25:00,0.87885,1.8645e-13,0.00071,0.71142,0.47157,0.00056,2.01122,1.39887,0.00057,0.86536,0.96664,1.9132e-13,1.5909e-13,0.68763,0.51198,2.8065e-13,0.00042,65526.418,0,0,0,0,"freflow","1"
2022-08-18 19:30:00,0.81004,2.1359e-13,0.00135,0.77066,2.77344,0.00134,1.10269,1.5469,0.00134,0.75007,0.92234,2.4281e-13,1.7203e-13,0.72777,0.53738,2.5533e-13,0.00036,65320.968,0,0,0,0,"freflow","1"
2022-08-18 19:35:00,0.67811,2.8725e-13,0.001,0.61883,1.42332,0.00096,0.92352,1.54509,0.00096,0.73784,0.80478,2.4955e-13,2.1592e-13,0.62082,0.47054,3.3278e-13,0.00052,65396.434,0,0,0,0,"freflow","1"
2022-08-18 19:40:00,0.66384,2.9761e-13,0.0033,0.61384,3.125,0.0033,0.63384,1.66792,0.00331,0.56495,0.81261,3.8941e-13,2.1247e-13,0.52754,0.4103,4.3652e-13,0.00074,65522.448,0,0,0,0,"freflow","1"
